round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,340,340,140,140,340,340,
2,500,500,140,100,460,460,
3,640,620,120,80,560,560,
4,740,720,100,80,660,660,
5,860,820,80,80,760,740,
6,940,840,80,80,800,780,
7,1040,860,80,80,840,840,
8,1120,920,40,80,940,880,
9,1200,940,40,80,1000,900,
10,1280,980,40,60,0,920,
11,1340,1040,40,60,0,0,
12,1360,1060,40,60,0,0,
13,0,1080,40,60,0,0,
14,0,1120,40,40,0,0,
15,0,1160,40,40,0,0,
16,0,0,20,20,0,0,
17,0,0,20,20,0,0,
18,0,0,20,20,0,0,
19,0,0,20,20,0,0,
20,0,0,20,20,0,0,
21,0,0,20,20,0,0,
22,0,0,20,20,0,0,
23,0,0,20,20,0,0,
24,0,0,20,20,0,0,
25,0,0,20,20,0,0,
26,0,0,20,20,0,0,
27,0,0,20,20,0,0,
28,0,0,20,20,0,0,
29,0,0,20,20,0,0,
30,0,0,20,20,0,0,
31,0,0,20,20,0,0,
32,0,0,20,20,0,0,
33,0,0,20,20,0,0,
34,0,0,20,20,0,0,
35,0,0,20,20,0,0,
36,0,0,20,20,0,0,
37,0,0,20,20,0,0,
38,0,0,20,0,0,0,
39,0,0,20,0,0,0,
40,0,0,20,0,0,0,
41,0,0,20,0,0,0,
42,0,0,20,0,0,0,
43,0,0,20,0,0,0,
44,0,0,20,0,0,0,
45,0,0,20,0,0,0,
46,0,0,20,0,0,0,
47,0,0,20,0,0,0,
48,0,0,20,0,0,0,
49,0,0,20,0,0,0,
50,0,0,20,0,0,0,
51,0,0,20,0,0,0,
